"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.00658482729785084,0.0182467902138847,0.0409412181304842,0.0775345043853076,0.300054795201278,0.412734856338305,0.0147181941786119,0.097703658664122,0.0167654545495059,0.000608102385160304,0.000542402034965087,0.000648297355135243,0.0102516347411923,0.000628377805381494,0.00203688671881594
"2",0.00640688081307006,0.00474940219996543,0.0333456889134675,0.0684318647057567,0.324856023794159,0.427612817385981,0.0204908588063792,0.0892928599835891,0.0128986965639598,0.00043655692774382,0.00105956873482067,0.00137457690304571,0.00610950882876628,0.00099448983747044,0.0019402056018255
"3",0.0296622323464912,0.0201142074486995,0.144952998527996,0.240092124621264,0.143876154614858,0.226529069996297,0.00686921393830836,0.115891572588953,0.0236300818745523,0.00290965234249222,0.00571246350662629,0.00451949948275025,0.0215874273973104,0.00335600963302797,0.010297291680374
"4",0.0385115499118732,0.0184714069268165,0.129038468740784,0.339586531413819,0.136215087635052,0.150153028589677,0.0222352368556272,0.0792257775805432,0.0270544018652226,0.00240968521074034,0.0074273582917016,0.00757557741393024,0.0265272089676831,0.00515355057197108,0.0104151300245602
"5",0.345675743859076,0.00522043560674993,0.103625113909868,0.340796575645771,0.00868840471220161,0.0355793468816106,0.0232069516312469,0.0184074610383816,0.0120320044623921,0.00445449750624559,0.00364070437458817,0.0117087761710035,0.00273078527001616,0.0565226236867665,0.0277105752440828
"6",0.291645443040129,0.0182427168630142,0.0980850650385566,0.305979702754667,0.0350863993953917,0.117005180924887,0.0127871517406353,0.0140089486837546,0.0119204447337627,0.00321819890058863,0.00326720164593623,0.00850424104354892,0.00346247726162677,0.0552194085808083,0.0215674193926924
"7",0.153882327281733,0.00609737906066645,0.154062654581734,0.490126678234526,0.00987222455167669,0.022310943273305,0.00605109115786917,0.0249281814863286,0.0144144102212522,0.0120021151760064,0.00450915904223881,0.0239954368017733,0.011073650819329,0.00666479374074512,0.060008954570817
"8",0.154730058359535,0.00966824462094327,0.151641120438358,0.534605559901989,0.0133857705435122,0.0343286946848273,0.00503327896677516,0.00780597995850796,0.00880143731917008,0.00540803077009114,0.00479407236572124,0.0167307826091588,0.0193587625221072,0.008307568336764,0.0254006386025407
"9",0.11786203172996,0.00442447250520394,0.0409582068259677,0.716848625946427,0.00536162169560813,0.00955103470856738,0.0059079591250912,0.0143189563078774,0.0206155517471347,0.00520351791559951,0.00659616255793188,0.0131986414677277,0.00647169174924955,0.012753493507896,0.0199280322097571
"10",0.128255924162395,0.00554439869760139,0.0245388846443951,0.699558499182133,0.00602185997717695,0.00829524146937969,0.00600570194678962,0.0244779720860508,0.00947643209272782,0.00909286742167335,0.00932731321050618,0.0133613548023684,0.0155071319520493,0.0119683602818069,0.0285680580729472
"11",0.0746847838534479,0.00542640796524462,0.149421703870021,0.571453789750443,0.0112758444053211,0.0377318081982666,0.00817020353454372,0.00736715219089479,0.0127071107603585,0.0168651385661405,0.00466260608312778,0.0167281391676066,0.0364897555898702,0.00892948199820387,0.0380860740665098
"12",0.0326032374639274,0.00549088195867128,0.218220870424887,0.506242118349469,0.00791683492956918,0.00504859205087711,0.00803181837398237,0.00799358304498133,0.0094653231610337,0.0233721666200524,0.00811564691518338,0.0276523464896321,0.0222367707583273,0.0120521727232626,0.105557636736143
"13",0.113522676570979,0.00340461145401755,0.118602832678688,0.580512460631183,0.00852819543403893,0.0230377969429984,0.00470958833411445,0.00927092205296512,0.00781082497210606,0.0163908894907425,0.0152034631768019,0.0100583431764952,0.0280840289127041,0.00624064308070238,0.0546227230914631
"14",0.0072039503888881,0.0450261360023196,0.0194702577868837,0.043083026661585,0.258952009697509,0.505764276908211,0.0340036702126394,0.0430052358147308,0.0163303062356239,0.000504209803614892,0.00032902974783375,0.00138241730063503,0.00393986901243008,0.00160077361414112,0.0194048308129549
"15",0.169917311688592,0.0096727486087321,0.0849870656154751,0.3927320178854,0.0143812475420739,0.0142262097494103,0.017383243041029,0.0204023376054586,0.096654814223563,0.0427550564410197,0.0323817437158287,0.0353604855381649,0.0126154973287536,0.0241794727672916,0.0323507482492073
"16",0.116787785900568,0.0154729681834793,0.0345132462504608,0.523363793749238,0.0144986784791592,0.0150984632045574,0.0169546270920542,0.0144775865325134,0.0787174840142141,0.0142371115016601,0.0438411687191613,0.0304790650133171,0.0127374416553935,0.0305043075447809,0.0383162721594426
"17",0.10864401944556,0.00315429513226047,0.18585683098824,0.607868284970396,0.00333605831627156,0.00374592754077883,0.00703476055059291,0.00588634026964553,0.0189188460662214,0.00310646003185187,0.00647797920980711,0.00595326530454103,0.0216348952509142,0.0100821527653722,0.00829988415754614
"18",0.100805233000436,0.0112950356866679,0.221419278568601,0.517364979447472,0.0068723763362746,0.007983712803808,0.0211740223626367,0.0063341693843157,0.0214313831144269,0.00508702162395255,0.00446991163555256,0.013769790361137,0.0281087216852133,0.0171349631564642,0.0167494008330423
"19",0.139204791232335,0.0107786902780157,0.145228398422049,0.499062000220197,0.0108406911229279,0.0779073334398616,0.0112850290881098,0.00971394949690208,0.0239697713322977,0.00770793870764093,0.00848123593818947,0.0100426614280158,0.00633410141870601,0.0112083730746168,0.0282350348001348
"20",0.148584144948748,0.0071205951677025,0.143806498282632,0.525966886623721,0.00796379258091782,0.0476991233921728,0.0112523226910423,0.025058956083345,0.025217831778611,0.0053713333542495,0.0109658542680711,0.00658771319176143,0.00794167433162691,0.0102980838911802,0.0161651894142177
"21",0.260900945445792,0.0205006922330573,0.13247116584729,0.361263579148853,0.0163188310674524,0.0246550818764403,0.014181349876221,0.0148618406082844,0.0548935551608867,0.00683557483492888,0.0067872736869093,0.012859212159103,0.0147512557903767,0.0128293444925694,0.0458902977718354
"22",0.32409227049309,0.00783110110331218,0.13296466890714,0.341122128444093,0.00877335585594631,0.0412271226846017,0.0152266513088627,0.0141628034420592,0.0674855465790971,0.00341838678760869,0.0102851834018759,0.00382785225826336,0.00233041312065324,0.00878581568736554,0.0184666999260311
"23",0.314794501037344,0.00884731821005577,0.0967245881738253,0.437679532576897,0.00633431933881936,0.0296304013253904,0.00616917332918637,0.00793355139726546,0.0535889447003169,0.00312297199761384,0.00476046676879235,0.00516145365779526,0.00206562018214932,0.0082719952721378,0.0149151620324108
"24",0.0850105364268594,0.00511032960526506,0.0784585896848348,0.62746551247664,0.00616662601578584,0.0167509612267159,0.00680839908249994,0.0204046621502556,0.0294358552468308,0.0174511580978512,0.00559838280475766,0.0178672561754319,0.0328259027079915,0.00956900558197878,0.0410768227163017
"25",0.258997788884541,0.00665645960898598,0.15119033477745,0.367739350017658,0.0147823407193404,0.029883924430712,0.0156003716932195,0.00775186901462835,0.0678988232457458,0.00524982711712893,0.013372262691172,0.0065419504671129,0.0129463844105749,0.00655631878409576,0.0348319941376337
"26",0.264232195217735,0.00373597673117771,0.095905101795469,0.449328191837133,0.016458928428507,0.0413311911937703,0.0123154180076498,0.015310461208838,0.0431957140358825,0.00832611552132653,0.0103316361792399,0.00419710665454327,0.0196277695132535,0.00502241868780507,0.0106817749876688
"27",0.0184421545700012,0.00399229972261168,0.215373313085431,0.533547241076551,0.00461595648514575,0.00704891806933364,0.00587506291749693,0.00764420200718263,0.0256266386662597,0.0646923379112712,0.0023523405948321,0.0146752652799441,0.0281727263399815,0.00561046345332727,0.0623310798206303
"28",0.0245005291003458,0.00487389403631987,0.208010629722355,0.581818702168892,0.00477070073664873,0.00508870165768882,0.0119588188747207,0.0211896631628236,0.0149899936711433,0.0388656718694059,0.00180968499972532,0.0107134355592337,0.0186632173504213,0.00759572718311082,0.0451506299071657
"29",0.0737893527952391,0.0289137879972568,0.0908077539887752,0.263430258816287,0.0277076828411584,0.0274076353541218,0.0305469947163264,0.0225966577588786,0.070918539142407,0.0449339760861208,0.0163952660805428,0.135010923869508,0.0182304241816965,0.03985298117085,0.109457765200833
"30",0.0928171513098181,0.0318621562691636,0.0485793809570813,0.416887163792364,0.0375893934370727,0.0459491173954778,0.0228959651451846,0.0347706111359586,0.0710044006259356,0.0326709837565443,0.0177979555340997,0.0302782536301819,0.0300375724454312,0.0291826304359175,0.0576772641297691
"31",0.0843036608348319,0.0288668215035925,0.230401737567563,0.187078873269397,0.0202443681404572,0.0275127609734784,0.0288186159674387,0.0318934373026114,0.0746309246287997,0.0366298467094565,0.0490648710281,0.068881721020376,0.0249476913410672,0.0294183235800879,0.0773063461327425
"32",0.106990674734891,0.0303492315811068,0.0816815107516328,0.473371450677733,0.0333973587324502,0.0233770017635013,0.0339153740361357,0.0194926389000807,0.036105949154862,0.0145636372854562,0.0242622311046148,0.0243389047108599,0.020681198021328,0.0412469648167521,0.0362258737285954
"33",0.0525163997133476,0.00768903320460127,0.0697252125735483,0.62194163329852,0.0135028814763348,0.0213801269120985,0.0120738412833015,0.0134435502971156,0.0333341226194195,0.0210977521539104,0.0166281410622716,0.0329211573977377,0.0150665034377392,0.0204750460528515,0.0482045985172029
"34",0.075146330400117,0.0123987800158722,0.0998906644977876,0.394678822580382,0.0197180997440743,0.0197112484805171,0.0135470477776924,0.014930563348026,0.0352596782277704,0.026834435132821,0.04087715714106,0.0513055437343661,0.0203192563684392,0.0314486314474053,0.143933741103669
"35",0.0576443331974035,0.00737192596084928,0.111735311066252,0.636695081734992,0.00857410535477175,0.0113302083316644,0.0123213635417947,0.00994194486820929,0.0209936623729876,0.0144384459346478,0.016473205314025,0.0173151352398447,0.0128767201762444,0.0135713241335375,0.048717232772776
"36",0.0884810507514161,0.00793187508705969,0.210960988930863,0.51585719416725,0.00955945742254312,0.0148692765155979,0.00931486393234239,0.0094131548009619,0.0245550962339962,0.0137456338544048,0.0138729348932207,0.0197910338820333,0.00707442305453585,0.0196794205458644,0.0348935959279114
"37",0.06921779137942,0.00705739416005626,0.0303237177201819,0.663208145341338,0.00652787302056417,0.0118082019057447,0.00604215315643197,0.00652667154655779,0.0296485827158656,0.0230947033521352,0.0184118196235254,0.0614426055826332,0.0119552263258522,0.0201804682301568,0.034554645939537
"38",0.0943754905329403,0.00304263064748504,0.0737601267709239,0.500335662212453,0.00442737141808009,0.00903128149433573,0.0106672008837194,0.00950037345268625,0.242012829419356,0.00644684749481778,0.0092291924149758,0.0046848082133716,0.0138952854491255,0.0050405255366292,0.0135503740591011
"39",0.06572710154463,0.0069772957931904,0.0640338662939976,0.692584584959214,0.00767309337711083,0.00660345225694687,0.00703506365459161,0.0107474270979858,0.0716166643111948,0.00611597960537873,0.00686569569958371,0.0118222573008066,0.00950261523360747,0.0193251416319908,0.013369761239771
"40",0.0483964364742721,0.00286901516787162,0.0994104465902036,0.68406116724159,0.00419163556637647,0.00462125404126031,0.00605815661645076,0.0077176447248897,0.0831530440549543,0.0106698068392943,0.00649059069369473,0.0110848365302174,0.00427081342090872,0.0087910594945596,0.0182140925434559
"41",0.039249263593784,0.00423582996299472,0.105173307794995,0.739329247542551,0.00841651028142485,0.0082956402682554,0.00512395147642152,0.00586054588240065,0.00782766357225019,0.00610256439812087,0.0129545898074732,0.0150235682281384,0.00505902420387667,0.0125432437281175,0.0248050492591964
"42",0.0590112790690643,0.00392554469256617,0.0814508821709244,0.731993187638602,0.0053855259817379,0.00544835606042159,0.00572401040126828,0.0160076439458412,0.0192145524836315,0.00610951581284344,0.0178305349194042,0.0136440736159949,0.00679044208198061,0.0124103617636521,0.0150540893620678
"43",0.0566135521618285,0.00247245717096945,0.0681175575966858,0.695297271747666,0.00640916973574537,0.00704207730300509,0.00519427578311883,0.0146667661888923,0.075571001003689,0.00758644201124401,0.0107382401095069,0.0133379218758972,0.00948603381098454,0.0102579266134,0.0172093068873675
"44",0.0685550269802282,0.00681308540189938,0.109788182407895,0.621513529448506,0.00512870245478979,0.00537961288830842,0.00958396400332003,0.0184450367348713,0.118350926136009,0.00589441544572792,0.0027012647469791,0.00624917001171018,0.00309372993858945,0.00700577127934671,0.0114975821218196
"45",0.0922223672700589,0.00747268579562626,0.135769661600852,0.582869094012311,0.00579871440439983,0.00562673654413214,0.012185040604556,0.0141031781845009,0.00936634118217556,0.0290446767130061,0.0063145553133571,0.0429088305536505,0.00740699501639598,0.0295639383285306,0.0193471844764477
"46",0.092708176448265,0.00512027565600849,0.14155115824103,0.574753751460676,0.00497910018853944,0.00628257516149874,0.00667390855722032,0.00912630740101833,0.0324862425301391,0.0255237900997869,0.00871874661688163,0.0270692791042416,0.0322342911727188,0.0109522816826302,0.0218201156793459
"47",0.106256245303534,0.00581213421794457,0.115383935297903,0.559660084895137,0.00774064057005818,0.022365735171556,0.0212325639484826,0.0106722800958151,0.0158688161848618,0.0205508356059352,0.00408633505150987,0.026371729629722,0.0177634087017765,0.0166590496889698,0.0495762056367941
"48",0.12552222377185,0.00914516502445749,0.162359145760019,0.497119632699504,0.0141759943136579,0.0129110143852368,0.0167741759049459,0.0166777484926126,0.0246694102767524,0.0128657551759412,0.0040573851665649,0.0445833051492276,0.0235905865899825,0.0113344198760142,0.024214037413234
"49",0.323025329373251,0.0146093909538736,0.0859993261203199,0.368273192434184,0.0180640627038523,0.022953933806355,0.00824025172205011,0.0237277120074718,0.0564542381404832,0.0135630593834031,0.0130555909639468,0.00962001078404346,0.00565422741132134,0.0105607442771556,0.0261989299182885
"50",0.310414506285698,0.00714248812647187,0.0788706752226954,0.327660109365213,0.0161269443079351,0.0643769410917763,0.0127477866685533,0.024296650356272,0.0426495397658376,0.010397919115904,0.00726848450656246,0.0168767310191613,0.00693654852525801,0.0470563484874311,0.0271783271552303
"51",0.31771378502627,0.0077223614248414,0.123038962701672,0.419570822823705,0.010613326534065,0.0242836891698769,0.00371368218965645,0.00381430846182516,0.0422501497499646,0.0046834351448432,0.00816217636873808,0.00997984952149833,0.00230658973901361,0.00753456882277764,0.0146122923212517
"52",0.336882746187535,0.00727718696018716,0.0890347120030578,0.375733518959373,0.00878337480694479,0.0128461993882183,0.017147838134966,0.0191510757520059,0.0462658900665833,0.0101444332095741,0.0131729939489784,0.0136533704840721,0.00719601024751162,0.0147289902476499,0.0279816596033417
"53",0.0459939699863347,0.0098263058647451,0.0828823359479199,0.51731664726519,0.0115823681917645,0.014427130208676,0.0141469173748737,0.0799701070033935,0.0370053471062977,0.0254213571409734,0.0252513188744567,0.0274010333320742,0.025351598727298,0.0253831266925394,0.0580404362834628
"54",0.0503318078653534,0.010415011416511,0.0672274216983482,0.502898961136816,0.0116440933973687,0.021358864706549,0.0106798675677221,0.0438988129802177,0.0415572795411797,0.0280489766702037,0.00916689581920883,0.0442472794287216,0.0119212889230612,0.0309434272122079,0.115660011636531
"55",0.0067747170750777,0.00443570951035937,0.290677611226992,0.370174096776386,0.00114077774073507,0.0012846555278492,0.00242337096254497,0.00609772430973996,0.0285163116557135,0.0707317493624295,0.00143214839175323,0.0488329302426124,0.042245887446023,0.00173522541024442,0.12349708436154
"56",0.00520034256026628,0.00480479711196549,0.275019378751204,0.404184988093765,0.00142516941701321,0.0018082124633822,0.00340148873260834,0.0157534713924757,0.0228615888522351,0.071808309979422,0.00144865915134675,0.0401488311347838,0.0431173148838499,0.00226290463101946,0.106754542844664
"57",0.00265958159361523,0.00871849343181629,0.639473525121784,0.224876275177549,0.00224732417072988,0.00159090823451818,0.00179530883961989,0.00338518738777009,0.00324346045716046,0.00607407805442768,0.014378991401312,0.0216156884276475,0.00154125341290153,0.00158346652104305,0.0668164577681057
"58",0.00404376818248848,0.0107182202708821,0.564807001470401,0.214693371103231,0.00445931788854936,0.0023830200724302,0.00246685156776876,0.00365001173741908,0.0104776189008757,0.00903793096774677,0.0133614740804363,0.0238318328413164,0.00238865146412517,0.00237391320987531,0.131307016242454
"59",0.0694801816259651,0.0053665984104425,0.146116887883107,0.589693119081946,0.0117424439458348,0.0144197174704914,0.00751774997394245,0.00968114748672963,0.015355300844029,0.0153845149994285,0.00744717509688547,0.0279599118154662,0.0154361117342024,0.0160743001166789,0.0483248395148504
"60",0.0184718735485336,0.0393794087324293,0.0388082740749055,0.0999762112723891,0.210195958316474,0.516902166884171,0.0144723811480765,0.0109464026734905,0.00369374724294976,0.00417372784709102,0.00358666453781666,0.00451573532903695,0.0142822595559357,0.00386622827046251,0.0167289605662378
"61",0.0757639522009529,0.00329701990108454,0.11952800690625,0.645156394163885,0.00897495837499662,0.0122475222637382,0.0115328486926691,0.00877291322238703,0.0251853012229385,0.00855825556248325,0.00591754540606419,0.0213794139480811,0.0214491917383159,0.00891826712463524,0.023318409271519
"62",0.0624598058362781,0.00226172213694987,0.140172923151755,0.674388332134749,0.00508509851361678,0.0105096326431202,0.0163219881965108,0.00518234921035715,0.0173147588008593,0.00595842880185523,0.00316010316623681,0.0104788799315304,0.00727983571930487,0.0219942925427609,0.0174318492141155
"63",0.048616167896748,0.00328938685716299,0.25884475585682,0.526535916615505,0.00455141887088126,0.00895987221743017,0.00558564613865762,0.0144738518300696,0.0151452929527152,0.0144014620648188,0.0111055450470379,0.0214811988627386,0.00889386725749039,0.0106556081988239,0.0474600093331006
"64",0.122956870810707,0.00807111477252017,0.0671520903795651,0.491110519959227,0.00985729403732497,0.0173960222662416,0.0072561158288343,0.0112257293467018,0.19911938177924,0.00702669344739717,0.00383798987406367,0.00993451653694971,0.00808663563344164,0.0127269928490044,0.024242032478781
"65",0.100495887726746,0.00325821319652242,0.0714994372789185,0.490769014215961,0.00584971582397235,0.0122122360630105,0.0111344219041733,0.0164749514517123,0.223335453720577,0.00670801172646285,0.00437015892189464,0.00941582165561331,0.0182587294838187,0.00973892979621871,0.0164790170343996
"66",0.121514797207788,0.00510261696983823,0.0894629250170693,0.567602344189371,0.00819963323936991,0.0305997866301733,0.00788290933333334,0.0139098090603708,0.0822450688183514,0.00667911618374741,0.0118200464267484,0.00773931939210798,0.0222617801665679,0.00923603832309448,0.0157438090420683
"67",0.134713852778279,0.00478354707498493,0.100997870305121,0.596082719597865,0.0100416071491656,0.021961278853855,0.0111263592663188,0.014568189894076,0.0353271628627891,0.00455724358125336,0.00230398432151131,0.00959312905138379,0.024033784406908,0.00926754062595435,0.0206417302305346
"68",0.0964776117332158,0.00910454457968249,0.247035681177509,0.461664780728671,0.0149253565893046,0.015216916350538,0.0108850509670075,0.0233507440564958,0.0423338141215686,0.00817489300262536,0.00448473056879789,0.00933733415728288,0.0249734494265318,0.00891107443784198,0.0231240181029267
"69",0.105629587279177,0.00812289150328075,0.246244043547638,0.461318553770576,0.00823397363549979,0.0109409932405004,0.014586618157257,0.0123312875156642,0.0160962751753136,0.0129553291891744,0.00612453031409476,0.0211152369152714,0.023746098424247,0.0216614884230187,0.0308930929092873
"70",0.132151897262192,0.00402568014076923,0.136232209220104,0.441967733060609,0.00683919112232223,0.0253098055970759,0.0151534937174833,0.0135241095213287,0.111417883222114,0.0088304374821151,0.00540385201586491,0.0194536035994544,0.0235771706234952,0.0089408743710348,0.0471720590440372
"71",0.101508566459984,0.00384908886063739,0.120891577707708,0.523060782575431,0.00638298690866941,0.0183042666342976,0.0121536033973043,0.0088189059508438,0.148770604828243,0.0122206694201321,0.00214718375135093,0.00963745777365435,0.00800933303958795,0.00907378929384359,0.0151711833983119
"72",0.111872551442361,0.00779367699797474,0.143362526081493,0.575176746440334,0.0164116065989981,0.0169566160299306,0.022009007712399,0.0095394342645367,0.0512341258035151,0.00440442986718551,0.00658456689930627,0.00598153741104898,0.0080656598018472,0.0089598925567524,0.011647622092318
"73",0.103969164439466,0.00923382616940889,0.101745545607563,0.604676387309993,0.00800145994802315,0.0111902519848149,0.0114795724168477,0.00701325251403378,0.0947956183679587,0.00544577603725304,0.00372066239995415,0.00529836996503223,0.0101450041031292,0.00590174680620654,0.0173833619303162
"74",0.0595408882473385,0.00487477613416033,0.113107198920112,0.653393259790834,0.00706104041902407,0.0063899387860235,0.00782193109372529,0.019639226182932,0.0183014051026814,0.0179360771169241,0.0152794217244772,0.0250538536650625,0.00760201118104983,0.0121620943780718,0.0318368772575837
"75",0.0850080831091211,0.00997250908169068,0.101736555965198,0.582625593598442,0.00948784440158215,0.0125223390701131,0.00380937735029745,0.0297468446358641,0.0268034738574295,0.0170874536338925,0.0247162272286099,0.0332183846558764,0.00658337118239348,0.00916670019368775,0.0475152420358011
"76",0.0379042780589614,0.0061843456856699,0.0954617457111312,0.629753920154274,0.00845164414040819,0.0139556708284873,0.0061607943062804,0.0244493750409759,0.019998692248429,0.0160091031110634,0.0399203473071548,0.0177259441355152,0.0100957436930318,0.0119598059663628,0.0619685896122549
"77",0.0747713232975852,0.0170430323422364,0.112213876924792,0.582509108092843,0.0170915176471757,0.0146082232429803,0.00938546783863114,0.0244687991006443,0.0203106182144491,0.0233122461241601,0.0101725864387144,0.0262141701986125,0.0080228490931561,0.0224768742320404,0.0373993072119797
"78",0.0699533573467452,0.00392912113241192,0.0532466256595474,0.667170351051542,0.00649249856640167,0.0160903779450231,0.0049861879236436,0.00836452899302821,0.0422224291328634,0.0153386617133172,0.0166656201273192,0.0455857353268828,0.00681448440160488,0.014200549810157,0.0289394708695122
"79",0.104291471296067,0.011648197284106,0.0386383198117902,0.545868371592148,0.0126832591652488,0.0195117835186182,0.00792666209734672,0.0115265149004185,0.0656179325103719,0.030622157093683,0.00801787812530685,0.0217443374538425,0.0230696932425054,0.0528704195463444,0.0459630023622016
"80",0.0591864782143466,0.00511102099503775,0.0539419852690652,0.764510601941487,0.00834085463856743,0.00821056933703251,0.00569510976764835,0.00659982382152673,0.0081990037969357,0.00688946424228782,0.0140067861783749,0.0265636127345365,0.00727773530097062,0.00607443343197802,0.0193925203302049
"81",0.0824573338851642,0.0153102967085585,0.0994131955818765,0.639101421227219,0.0108230979716585,0.0148494129105217,0.00857883349555949,0.01355638005653,0.0311629148720412,0.00820219304867564,0.0164072853293314,0.00944631294837308,0.0145102104834744,0.0109580402038087,0.0252230712772074
"82",0.0422932343160684,0.00421791715023939,0.0726597161846076,0.245134132825215,0.00523995235424368,0.0150272373994116,0.0146291456682782,0.00592567182231299,0.00816387709952273,0.00795391429549415,0.00193961770904656,0.0586619217570035,0.0131683646406749,0.00947247606879657,0.495512820709085
"83",0.0353587384323611,0.00321785037579401,0.0853317459577874,0.256191749629068,0.00636706536393127,0.0218504842652814,0.00923975590705436,0.00866882265295769,0.00993524123583172,0.0105741445987607,0.0014904857383104,0.0322214198858404,0.0110560378325649,0.010018974976186,0.498477483148271
"84",0.0950075657922566,0.00858079417926054,0.0556409546192907,0.614539844416354,0.0100810193750702,0.0287481519039705,0.0126006173170271,0.0268383329782645,0.0178242590028651,0.0102880257031816,0.0131922736591797,0.0202254803562486,0.0193684286524671,0.0128630747712032,0.0542011772733605
"85",0.113115418451475,0.00592478267938414,0.0721565489740286,0.639705839836898,0.00579864590307053,0.00747891105055327,0.0214324770611907,0.0102543343207855,0.0191183194382995,0.0236291784542539,0.0047230392150422,0.025498123007004,0.00864324835707778,0.0226268165330348,0.0198943167179021
"86",0.117686381439043,0.00282074742284061,0.0528401429690936,0.636190795912193,0.00456542403210544,0.00893960044759238,0.0094661169343916,0.0153750414557059,0.0118057300715979,0.0143286667590161,0.00320552733850063,0.0467796494301206,0.0268857313469595,0.0216258999956961,0.0274845444451431
"87",0.125113382025125,0.0091443395221193,0.0643692578024067,0.57624172672996,0.0119365026536472,0.0119076069036412,0.0121428835407975,0.0121331712380694,0.0255577047702577,0.0156099908259317,0.00709499642181432,0.0418050206380201,0.0312934852764538,0.0173559666060098,0.0382939650457455
"88",0.102706688458399,0.00894654315669055,0.0313190771919659,0.594173749759239,0.0119760240331297,0.0134943788569207,0.0134276311605553,0.0211829642462047,0.0534792714810425,0.0166163547363605,0.0104672782761128,0.0279962657379208,0.0199621943201819,0.0165008100857397,0.0577507684995364
"89",0.368874606869741,0.00860470277666218,0.121049326196673,0.321789254712864,0.0168513180876614,0.0276715177451238,0.0117997947354192,0.00795890794953498,0.0394077776203974,0.0107102558997338,0.0084816464667082,0.0106551907453364,0.00523463891241002,0.0085753622522075,0.0323356990295267
"90",0.199054731619305,0.0084340473791742,0.158136021613156,0.350409484351301,0.0130586221917196,0.0302562147098195,0.0224544296760115,0.0213527943867228,0.119480318539576,0.013306448974478,0.00544168343213789,0.0125171016505113,0.00933599926539868,0.012864217435074,0.0238978847756141
"91",0.0794995456402104,0.0174635129437113,0.147961019378897,0.398543866652925,0.0100616180945626,0.0343029196269935,0.00958285647223758,0.00590824903937241,0.0859373287269383,0.00382937346638176,0.0242477426024414,0.125225379087903,0.011715437966408,0.0168225601789222,0.0288985901220945
"92",0.0884411974542281,0.0144161044572681,0.193481416934276,0.381535787044085,0.0152974321508481,0.0290147701641706,0.00668350430470459,0.00626819442344376,0.0731799297762125,0.00516490326703986,0.0272077620897352,0.0974271644550676,0.0171944416032084,0.0137821146332077,0.0309052772425036
"93",0.115466811408948,0.011677662782302,0.14641310731556,0.522566804953575,0.00888186386654621,0.0150369574283499,0.0129617668786408,0.0141281539088796,0.0230552089452099,0.00671484100299006,0.0196490259470568,0.0179031497406385,0.0309486009880616,0.0165874979594137,0.0380085468738284
